GeneSymbol,Value
CTSD,0.638990121519348
KRTCAP2,0.540521471000344
CTSC,-0.649665507088756
CCNO,-0.672081719449843
UQCR11,0.516991964472242
CAPN13,0.734591313482711
HES4,-0.506661485198872
CNIH4,0.457101692404512
DYNLL1,0.552931111663532
SERF2,0.427580006258156
IER2,-0.64142914518539
C3,-0.796942137264922
PFN1,0.503345459940119
S100A11,0.605043002712721
CP,0.60821649108201
CSTB,0.615888452762951
LCN2,-0.821076660883739
PTMA,0.41633497716339
IGFBP4,0.51095135188437
COX7A2,0.527478955077587
UQCRQ,0.499233990890431
NRP2,0.510190225595469
CD9,0.682001712868952
EFHD1,-0.381783638645209
GPX1,0.595963375132425
SRP14,0.439730413314372
TMEM176B,0.520145187745561
CUTA,0.477974084978279
CST3,0.404637390255958
EFEMP1,-0.403364810058404
EPHX1,-0.463961819584351
TIMP1,0.567164264324114
TMEM176A,0.591767403736062
ATP6V0C,0.527912181875608
ANXA2,0.60927671371413
SYT8,0.75419151467321
FXYD3,0.497618862060124
FKBP2,0.508675000502648
TMSB10,0.624794991861128
ARPC1B,0.482602241242188
ATP5E,0.423005162816808
LYNX1,0.988790949194053
APLP2,0.495664046922934
SH3BGRL3,0.486294658050076
GABARAP,0.474696873045326
CD99,0.442501488605703
S100A4,0.969179784061575
HSPB1,0.602970840399269
TPI1,0.483854481378647
PDLIM4,0.415421156388565
C4orf48,0.496420306861724
SSR4,0.530135037523224
LMNA,0.539679804202525
ARL6IP5,0.458879040196947
MT-ND2,0.51558220662664
EPAS1,-0.504761670699642
C19orf33,0.539120566704305
LY6D,1.05878379159909
S100A2,1.63328668702481
CALR,0.585685356252637
MS4A8,0.598189461838761
WNK2,-0.321516954768576
PKM,0.515991203613155
BCAP31,0.452991677104298
UBL5,0.433789422998153
RPL41,0.441207105242682
MUC5B,1.04353162542899
TXN,0.653816589034104
LYZ,-0.451623868584456
CYP4B1,-0.573716717414086
DUSP2,-0.37827957601453
HSP90AB1,0.537106699296821
ROMO1,0.434155365482432
TXNDC17,0.447933459586797
RP11-355F16.1,-0.427518671767181
CHCHD2,0.468798523124216
SKP1,0.427207246864347
HSP90B1,0.588281711474711
CYBA,0.523318891965306
NDUFS8,0.430135550608228
WDR83OS,0.433779054899258
RHOA,0.460894410552549
TRMT112,0.425872218029974
PERP,0.464856582764367
CTNNB1,0.432967079361737
GNG5,0.475279857131333
ATP6V1B1,-0.286454089733684
ACTG1,0.415974254346106
C8orf4,0.551964117271476
MYL12B,0.448456425178779
AGR3,0.621613962654209
CYP2J2,-0.363331977971713
MGST3,0.412522953655188
MT-ND5,0.472433285288829
LAMB3,0.375570487568592
CLTB,0.430157000843381
SPCS1,0.414959910905927
SFTA2,0.497149347966739
NCOA7,-0.492951404683759
RABAC1,0.453089438039268
KRT8,0.632048096766447
LDHA,0.449533308183257
ACTB,0.526877267172755
LAMTOR2,0.360311005044867
TPM4,0.432301866535064
OCIAD2,0.433379250257407
ADH1C,-0.750632296501841
AKR1C1,-0.523803511969392
HIST1H4C,-0.498958942129164
COX14,0.408915507896688
FOXN3,-0.303744213124757
SHFM1,0.411337348340173
FAM96B,0.381111746533603
REEP5,0.404059628260841
DDIT4,0.759433273187423
TMBIM6,0.378376585081735
UQCC2,0.397410647257107
WNT5A,-0.330635011905864
ABHD2,0.360551132012608
SCGB3A1,-0.454435613745142
ST6GAL1,0.56748088460726
EIF5,0.380757413484997
TGM2,-0.379298484228065
RPL36A,-0.433882910828433
HLA-DQA1,-0.314441552442065
DAD1,0.429336240709467
CYB5A,-0.309868147145601
MUC1,0.427855091855287
COX6B1,0.36868568566513
FAM107A,-0.256033156337252
MT-ATP8,0.322034227379204
MT-ATP6,0.328504318533415
GNB2,0.387856534320179
C4orf3,0.385531736563986
SDC1,0.41279635724407
HSPE1,0.423443173360268
HSBP1,0.424904082469775
ADIRF,0.607075212661365
TMEM50A,0.385099505982597
MYL12A,0.439469676942084
FAM46C,-0.316420711600705
RPS27L,0.460635559094103
ARPC3,0.387414442585191
C11orf31,0.404252163742815
RPS26,-0.360289380491303
TSPAN3,0.473006071028145
SCPEP1,0.430506201614045
CLIC1,0.367567785540612
SAA2,-0.650147608796425
S100A13,0.397792397604618
FXYD5,0.307794641755772
PCSK1N,0.334236218078706
TMEM258,0.405132306327482
COA3,0.342201675811721
NFE2L2,0.353415153919437
TM4SF1,0.715085723675619
PFDN2,0.316315571275275
FGGY,-0.302664423029997
CCDC107,0.279456079320991
MFSD10,0.349715200109956
NDUFS5,0.400305967552798
ANAPC11,0.35380711108098
IGFBP2,0.424563781370506
SULT2B1,-0.494224628313189
CXCL3,-0.77324728492697
PPIC,0.343829916424689
NME2,0.372747313848151
PPDPF,0.316689837095405
ZNF593,0.305497036178429
SDF4,0.328715256103804
SFTPA1,0.729490441789846
YWHAB,0.381857285871896
TMSB4X,0.597356556799396
LGMN,0.279113950809033
MPZL2,0.316650715177864
NDRG1,0.327496282584266
CDC42,0.376271693608992
JUNB,-0.503492844545947
SFTPA2,0.842402119651853
LAPTM4A,0.401036862032363
HSPA1B,0.473408083747298
SELT,0.310134329221268
ALDH3A2,0.344318491324291
SERPINF1,-0.391671177169369
CCPG1,0.354900185908258
LAMTOR4,0.374989114768217
COX8A,0.3296936861453
TMEM147,0.333126914817653
KRTCAP3,0.348858812997018
ATP5D,0.360599875220075
ODF2L,-0.403839268835145
VAMP8,0.353360239368681
PRDX2,0.379283205724059
RBM3,-0.331564369623202
SPINT1,0.432161689903589
GPRC5A,0.522981981475554
GRN,0.396024170138308
ATP1B3,0.269541267958512
CMTM7,0.364290368306328
INSR,-0.312514354233174
PGAM1,0.330392158703552
RAC1,0.40980982936761
ZFP36L1,0.429841613697251
ODF3B,0.261987623222707
TCIRG1,0.300856230601536
TMEM208,0.324389282118783
CSNK1A1,0.311751087458013
SRPRA,0.311835628851749
PPIA,0.387679326318806
PRDX1,0.347539175822076
ITGB1,0.362388788667975
DSG2,0.281604630174286
C19orf60,0.312673707552945
PDZK1IP1,0.518620508937627
FHL2,0.325086948000517
RAB31,0.286313618093447
RPS19BP1,0.305002539158716
BSG,0.37544699206618
SAA1,-0.406304162398036
CCDC124,0.294045323749032
PPP4R1,0.250150164114773
ANKRD37,0.305503740058212
TMEM179B,0.329878453595132
ZNHIT1,0.326657149855231
H3F3A,0.332340526726136
CEACAM5,0.517352926875616
ETHE1,0.296901669079911
IFITM3,0.451693949734749
COX4I1,0.318565765414119
NDUFA3,0.351102628714088
GUK1,0.329597032874847
PDLIM1,0.404497198028122
POMP,0.322003094266118
ENO1,0.35187626418576
PEBP1,0.33416280010279
MVP,0.312632559996766
BCL3,-0.329406195570401
ANKRD65,0.270944641728663
NNMT,0.397622733785392
GTF2A2,0.307262917083142
PCBD1,0.328062600566372
FAU,0.267479236551502
DCXR,-0.339245311779345
USMG5,0.394131696319124
ACADVL,0.32611920273835
CCND1,0.517862237483635
ORMDL2,0.289206664749349
MRPL52,0.328739128147768
UQCR10,0.335582137243971
LAMTOR5,0.349361884547326
AES,0.361655021990211
TOMM5,0.295798751395418
TMA7,0.323746381816978
GSTA1,-0.372677910904185
TRAPPC5,0.284146278427797
TNC,0.274563814876543
REXO2,0.306354113478464
FKBP11,0.4011143526166
UBXN4,0.32101853300132
CLTA,0.318981289544273
CD59,0.38789052636354
COX7C,0.306779042198407
CHL1,0.303205904844428
POLR1D,0.274707095054234
SARAF,0.341096286055907
CANX,0.380804062638345
NAPSA,0.461944852083153
TOB1,-0.341656056788828
DYNLT1,0.344090166274928
KRT4,-0.517201558510357
ENY2,0.300048224396776
NDUFB11,0.323883836548977
COX6C,0.331223585589719
RBX1,0.337978069431455
SEMA4B,0.251810984527218
HMGB1,0.328736389809205
PDIA3,0.485138867060224
TCEA1,0.316306296028697
CD44,0.255471195999613
MBOAT2,0.285698319626416
MTDH,0.35976560461796
MANF,0.332692511714878
HSPA5,0.463617852526785
CDKN2A,0.255578600914747
TMEM123,0.3384003814962
ALOX15,-0.371901373121641
FOLR1,-0.419608242384446
MRPL41,0.318164139500134
AGPAT2,0.261917729863317
OAZ1,0.31449025774855
HP,1.58778827107615
HIST1H2AC,0.301969439421726
EDN2,0.678422889432512
SNRPG,0.343588642899435
PAPSS1,-0.2985420816416
CD81,0.363669269780594
VAPA,0.310016735308289
YWHAZ,0.345448290367204
BRK1,0.306506457199924
ARF5,0.333131045069889
POLD4,0.273814711752358
PCBP2,-0.305419363994055
C9orf16,0.338405237698139
PSMB6,0.311228161703112
BANF1,0.314194508100043
MRPS25,0.269320156659243
AQP5,0.418071569811693
PAM,0.361586231865255
TYMP,0.265865465736478
PROM2,0.32275340187081
QSOX1,0.30122315323514
AUP1,0.296816069008633
MBD4,0.28404774570306
RAB11B,0.286352348681535
EPS8,0.315263043509233
MYEOV2,0.294876898188436
ARPC2,0.291154435520546
KRT23,0.415282003141964
CCDC80,0.373444303562402
TMBIM1,0.25792081449114
DNAJC3,0.321968842653698
ADAM28,-0.319553907143654
PHPT1,0.320365863092877
MRPL14,0.299610712629696
PSMB3,0.308690151297077
TRAPPC1,0.286135051931162
NDUFA4,0.300147477607292
PRSS8,0.279857207526396
MYDGF,0.427598274117286
GABARAPL2,0.300437458188666
NEDD8,0.295726618446682
TAX1BP1,0.326652278707802
ST14,0.277063190471706
LRP10,0.266635974223086
ATRAID,0.29982546595568
DSP,0.326516137731095
HN1,0.283614629008356
APRT,0.321200350608213
COX5A,0.338999998820494
SEC11C,0.425237421842491
GNG10,0.286639476025129
CSNK2B,0.262216150871037
MIEN1,0.259979909217313
C15orf48,0.749113938209796
CTSA,0.258371125108104
SPTSSA,0.328201314574545
MUC4,0.467148531320213
NDUFB2,0.303579915367029
DYNLRB1,0.296886036294608
ETFB,0.267606063052798
NDUFAB1,0.312528540117907
COA4,0.250168565954592
LAMTOR1,0.299383336894007
SPCS3,0.254405558841063
IFT57,0.278872108353732
PDCD5,0.276543386451285
ERP29,0.317127862925982
SF3B5,0.300048224396775
LGALS3BP,0.344585931218985
POLE4,0.278008458144485
BAG1,0.326395949070243
STT3B,0.346744021632447
GSN,0.396626887049443
ATPIF1,0.318815709271359
PFDN5,0.265918453579746
ARHGDIA,0.273185394150408
HOPX,0.406780912652232
TMED10,0.324675195767868
SRD5A3,0.317194789921222
C19orf43,0.307345635205352
DDX5,0.333450219946168
LINC01420,0.274899808932169
RUNX2,0.25261516189747
TMPRSS4,0.311205350515615
RASSF9,-0.274997521479538
CD151,0.340125663772111
SFTPC,0.329114127610656
CKB,0.323736675163582
SEC61G,0.351953714705863
ATP5H,0.291021948607482
BHLHE40,0.495151717439874
ISCU,0.2756268788506
LAMP1,0.279679438493593
NDUFB6,0.266998649217335
LMAN2,0.280622139765223
GPRC5C,0.278966315944264
TMED4,0.264906418276518
PIGR,-0.32848075961816
HIST1H1E,-0.313148735319119
PSMA7,0.304777084268642
ATP5G1,0.268048166799731
DNAJC15,0.304222692126707
RBM39,0.291098345480308
ERGIC3,0.295612162107949
ATP2A2,0.275277161263721
MRPL54,0.250920687096436
RPL22L1,0.306471892345766
GTF2I,0.303385480201085
TMED3,0.278480571715812
CFI,0.260282125177732
HS3ST1,0.311981524317447
IFITM2,0.5245891123118
ARPC5,0.260452888631905
CLCA2,-0.323996863734
SSR3,0.302494161757258
SELENBP1,-0.281446720811289
CAST,0.304872973194483
MUC5AC,-1.0140070267193
FDFT1,-0.301624344652835
EFNA1,0.285455700541589
EIF4G2,0.296053345708312
DHRS7,0.256246611942575
CFD,0.455508746443148
C14orf2,0.307927836601828
RPL18A,0.255356322141396
SNRPE,0.252696386916937
ZNF428,0.254031755226875
YWHAQ,0.290537408015689
NDUFB4,0.278411496682966
JTB,0.281334522193939
SRSF11,0.263764107071999
RPSA,-0.324550732423988
GADD45GIP1,0.265052803040572
NOP10,0.280260326340798
VSTM2L,0.281747407653832
EPCAM,0.301369494789419
SDF2L1,0.327231698601984
CTNNA1,0.274038595330559
TMEM165,0.302517888407951
ATP5J2,0.268519278003808
PRSS22,0.291272680058767
LTBR,0.259011467687119
EDF1,0.278216356976285
RPN2,0.339215461505098
S100A9,0.480644702963051
NUCB1,0.25306856081838
ANKRD36C,0.260598002121647
CAPNS1,0.293139165800308
CLU,0.616636723100533
RAN,0.292476897295866
MALAT1,0.30959569169453
MRPL51,0.283228505574664
SYNE2,0.272169191821339
PRR13,0.27075934405293
UFC1,0.270753917602737
ADM,0.283680357929324
GDF15,0.50281694898061
TMEM14C,0.292704425973592
UQCRH,0.278836464985278
MT-ND4L,0.276753012516599
NDUFA2,0.286019861164587
PHLDA2,0.334781654108523
TMEM98,0.263952768644243
SNU13,0.276390492181291
AQP3,0.345712599210733
MRPL20,0.251478858108593
RAB13,0.252956566133669
MYH14,0.255359406836728
P4HB,0.337821567028701
AURKAIP1,0.261981203384012
TMEM219,0.253292282266884
SPCS2,0.290744446071946
COMMD6,0.267637658893317
MRPL33,0.279511989443175
PRDX5,0.264607595494718
MACC1,0.261531861863626
CD82,-0.251647653595935
CYP24A1,0.251393921248253
HM13,0.318065375506196
SMIM22,0.295678767071335
ATP1B1,0.333665306795748
TMED9,0.316922042961172
TECR,0.256193934807348
SERINC2,0.27098364120582
PIP,0.292261879138525
BTG1,0.349070722119903
RPS19,0.282478598570466
RPN1,0.266452255125172
MT-ND1,0.261171777065086
IGFBP3,0.644859587350584
MT1E,0.264440448494884
CLIC3,0.267255048567704
ZFP36L2,0.334868848640247
SDPR,-0.256180302549924
SRI,0.314998565862747
GADD45B,-0.333219646582414
REEP3,0.273665388270459
SOD1,0.278005210027427
CITED2,0.281933429837171
SUMO2,0.270957746262616
TBCA,0.250665728572687
LMAN1,0.272865612470967
TMEM45A,0.374531407923596
HSPA8,0.334330655498805
ERRFI1,0.294349018751435
UBD,-0.514158112871274
TNFRSF12A,0.34009713523921
APP,0.285407910831407
PET100,0.266144251935372
CLDN3,0.365702096902195
RHOC,0.254824757733389
TUBB4B,0.27163461045048
SELM,0.292850882114734
SSR2,0.263806844727626
TSC22D3,0.257626347369927
CD47,0.263539572627309
CXCL17,0.262236300383826
NDUFB1,0.26342134856287
KRT18,0.352596975578296
CLDN4,-0.326621506334134
DUSP5,-0.289914957382747
APOD,-0.375892380239749
CEBPD,-0.290479759166414
STOM,0.260988847487034
PON2,0.266142339699391
SEC61B,0.28322541831814
PDIA4,0.268672127914111
EMP1,0.257105485567528
ALDH3A1,0.284813710701615
IFITM1,0.433364737116456
FAM3D,-0.286235728251796
HLA-DQB1,0.25275582162197
AREG,0.28090534175037
DMBT1,0.306399056549164
MGP,-0.322235201605948
CLDN7,0.257509320741064
KRT15,0.331989491050113
CXCL6,-0.428347385553155
AGR2,0.701895644803906
FGFBP1,0.330687788948753
IFI27,0.350520270344311
CXCL1,-0.330800212626207
TFF3,-0.323532135563858
LGALS3,0.279036423378087
RNASE1,0.419555656061971
S100A16,0.252290650088667
FOSB,0.445767415418969
HLA-DRB5,0.520369295713528
F3,-0.285886864148207
RARRES1,0.689230780082836
MT2A,-0.568110239593019
PRSS23,-0.37941123702327
KRT17,0.558137082559697
BPIFA1,0.309414303124919
DUSP1,0.303102553915662
SERPINB3,-0.984241954168871
BPIFB1,0.294825595945716
ATF3,0.306893337944053
LYPD2,0.618110359634938
